link-box__image-frame href,name,image,glass,garnish,preparation,ingredients,review,history
https://www.diffordsguide.com/cocktails/recipe/3931/pink-americano,Pink Americano,https://cdn.diffords.com/contrib/stock-images/2017/1/47/2017857630ef348209bc7bb992c92df6e675.jpg,Collins glass,Grapefruit zest twist,POUR all ingredients into ice-filled glass and lightly stir.,"1 shot	Strucchi Rosso Vermouth
1 shot	Strucchi Red Bitter Liqueur
Top up with	Thomas Henry Pink Grapefruit soda

ML
OZ
SHOT
CL
1
2
3",,"Created in 2015 by George Tsirikos, Athens, Greece."
